,BEGIN,END,PERIOD_EUR,SITE,fact,KWH,Consum_moy
15900,2018-01-03,2018-03-31,"296,96",0262KO,87,2400,27.586206896551722
15901,2018-01-04,2018-04-30,"285,76",0262KO,116,2307,19.887931034482758
15902,2018-01-05,2018-05-31,"296,36",0262KO,146,2395,16.404109589041095
15903,2018-01-06,2018-06-30,"289,25",0262KO,175,2336,13.348571428571429
15904,2018-01-07,2018-07-31,"299,54",0262KO,205,2420,11.804878048780488
15905,2018-01-08,2018-08-31,"301,95",0262KO,235,2440,10.382978723404255
15906,2018-01-09,2018-09-30,"290,77",0262KO,264,2332,8.833333333333334
15907,2018-01-10,2018-10-31,"297,93",0262KO,294,2391,8.13265306122449
15908,2018-01-11,2018-11-30,"288,10",0262KO,323,2310,7.151702786377709
15909,2018-01-12,2018-12-31,"334,94",0262KO,353,2696,7.637393767705382
15910,2019-01-01,2019-01-31,"374,81",0262KO,30,2746,91.53333333333333
15911,2019-01-02,2019-02-28,"337,53",0262KO,57,2467,43.280701754385966
15912,2019-01-03,2019-03-31,"373,47",0262KO,87,2736,31.448275862068964
15913,2019-01-04,2019-04-30,"363,72",0262KO,116,2663,22.95689655172414
15914,2019-01-05,2019-05-31,"377,08",0262KO,146,2763,18.924657534246574
15915,2019-01-06,2019-06-30,"356,90",0262KO,175,2612,14.925714285714285
15916,2019-01-07,2019-07-31,"344,74",0262KO,205,2521,12.297560975609755
15917,2019-01-08,2019-08-31,"346,48",0262KO,235,2534,10.782978723404256
15918,2019-01-09,2019-09-30,"330,71",0262KO,264,2416,9.151515151515152
15919,2019-01-10,2019-10-31,"342,34",0262KO,294,2503,8.513605442176871
15920,2019-01-11,2019-11-30,"330,45",0262KO,323,2414,7.473684210526316
15921,2019-01-12,2019-12-31,"337,93",0262KO,353,2470,6.997167138810198
15922,2020-01-01,2020-01-31,"340,70",0262KO,30,2505,83.5
15923,2020-01-02,2020-02-29,"326,66",0262KO,58,2399,41.36206896551724
15924,2020-01-03,2020-03-31,"363,22",0262KO,88,2675,30.397727272727273
15925,2020-01-04,2020-04-30,"362,29",0262KO,117,2668,22.803418803418804
15926,2020-01-05,2020-05-31,"372,23",0262KO,147,2743,18.65986394557823
15927,2020-01-06,2020-06-30,"363,75",0262KO,176,2679,15.221590909090908
15928,2020-01-07,2020-07-31,"382,03",0262KO,206,2817,13.674757281553399
15929,2020-01-08,2020-08-31,"388,92",0262KO,236,2869,12.15677966101695
15930,2020-01-09,2020-09-30,"372,09",0262KO,265,2742,10.347169811320756
15931,2020-01-10,2020-10-31,"383,62",0262KO,295,2829,9.589830508474575
15932,2020-01-11,2020-11-30,"362,18",0262KO,324,2734,8.438271604938272
15933,2018-01-01,2018-01-31,"89,28",0263BB,30,51,1.7
15934,2018-01-02,2018-02-28,"83,50",0263BB,57,46,0.8070175438596491
15935,2018-01-03,2018-03-31,"88,38",0263BB,87,55,0.632183908045977
15936,2018-01-04,2018-04-30,"68,60",0263BB,116,49,0.4224137931034483
15937,2018-01-05,2018-05-31,"71,15",0263BB,146,59,0.4041095890410959
15938,2018-01-06,2018-06-30,"69,13",0263BB,175,53,0.3028571428571429
15939,2018-01-07,2018-07-31,"71,64",0263BB,205,53,0.25853658536585367
15940,2018-01-08,2018-08-31,"71,94",0263BB,235,55,0.23404255319148937
15941,2018-01-09,2018-09-30,"69,18",0263BB,264,50,0.1893939393939394
15942,2018-01-10,2018-10-31,"71,07",0263BB,294,55,0.1870748299319728
15943,2018-01-11,2018-11-30,"68,50",0263BB,323,45,0.1393188854489164
15944,2018-01-12,2018-12-31,"71,52",0263BB,353,58,0.1643059490084986
15945,2019-01-01,2019-01-31,"72,28",0263BB,30,51,1.7
15946,2019-01-02,2019-02-28,"65,63",0263BB,57,48,0.8421052631578947
15947,2019-01-03,2019-03-31,"70,51",0263BB,87,50,0.5747126436781609
15948,2019-01-04,2019-04-30,"66,08",0263BB,116,45,0.3879310344827586
15949,2019-01-05,2019-05-31,"68,17",0263BB,146,53,0.363013698630137
15950,2019-01-06,2019-06-30,"71,46",0263BB,175,50,0.2857142857142857
15951,2019-01-07,2019-07-31,"83,58",0263BB,205,61,0.2975609756097561
15952,2019-01-08,2019-08-31,"84,08",0263BB,235,65,0.2765957446808511
15953,2019-01-09,2019-09-30,"80,43",0263BB,264,65,0.24621212121212122
15954,2019-01-10,2019-10-31,"83,15",0263BB,294,67,0.22789115646258504
15955,2019-01-11,2019-11-30,"77,13",0263BB,323,58,0.17956656346749225
15956,2019-01-12,2019-12-31,"73,90",0263BB,353,50,0.141643059490085
15957,2020-01-01,2020-01-31,"86,61",0263BB,30,54,1.8
15958,2020-01-02,2020-02-29,"81,47",0263BB,58,57,0.9827586206896551
15959,2020-01-03,2020-03-31,"84,63",0263BB,88,50,0.5681818181818182
15960,2020-01-04,2020-04-30,"81,11",0263BB,117,57,0.48717948717948717
15961,2020-01-05,2020-05-31,"83,34",0263BB,147,53,0.36054421768707484
15962,2020-01-06,2020-06-30,"79,71",0263BB,176,57,0.32386363636363635
15963,2020-01-07,2020-07-31,"80,67",0263BB,206,53,0.25728155339805825
15964,2020-01-08,2020-08-31,"81,02",0263BB,236,56,0.23728813559322035
15965,2020-01-09,2020-09-30,"77,69",0263BB,265,51,0.19245283018867926
15966,2020-01-10,2020-10-31,"78,06",0263BB,295,55,0.1864406779661017
15967,2020-01-11,2020-11-30,"69,62",0263BB,324,55,0.1697530864197531
15968,2018-01-01,2018-12-31,"4 829,00",0263BR,364,0,0.0
15969,2019-01-01,2019-12-31,"4 130,32",0263BR,364,0,0.0
15970,2020-01-01,2020-06-16,"2 286,39",0263BR,167,0,0.0
15971,2018-01-01,2018-01-31,"248,41",0263KO,30,2012,67.06666666666666
15972,2018-01-02,2018-02-28,"224,92",0263KO,57,1817,31.87719298245614
15973,2018-01-03,2018-03-31,"247,69",0263KO,87,2006,23.057471264367816
15974,2018-01-04,2018-04-30,"242,15",0263KO,116,1960,16.896551724137932
15975,2018-01-05,2018-05-31,"253,23",0263KO,146,2052,14.054794520547945
15976,2018-01-06,2018-06-30,"245,52",0263KO,175,1988,11.36
15977,2018-01-07,2018-07-31,"253,14",0263KO,205,2050,10.0
15978,2018-01-08,2018-08-31,"256,39",0263KO,235,2077,8.838297872340426
15979,2018-01-09,2018-09-30,"242,01",0263KO,264,1945,7.367424242424242
15980,2018-01-10,2018-10-31,"247,35",0263KO,294,1989,6.76530612244898
15981,2018-01-11,2018-11-30,"238,13",0263KO,323,1913,5.922600619195046
15982,2018-01-12,2018-12-31,"244,56",0263KO,353,1966,5.569405099150142
15983,2019-01-01,2019-01-31,"269,03",0263KO,30,1968,65.6
15984,2019-01-02,2019-02-28,"243,51",0263KO,57,1777,31.17543859649123
15985,2019-01-03,2019-03-31,"269,97",0263KO,87,1975,22.701149425287355
15986,2019-01-04,2019-04-30,"262,89",0263KO,116,1922,16.56896551724138
15987,2019-01-05,2019-05-31,"272,11",0263KO,146,1991,13.636986301369863
15988,2019-01-06,2019-06-30,"275,98",0263KO,175,2020,11.542857142857143
15989,2019-01-07,2019-07-31,"279,72",0263KO,205,2048,9.990243902439024
15990,2019-01-08,2019-08-31,"285,20",0263KO,235,2089,8.88936170212766
15991,2019-01-09,2019-09-30,"269,70",0263KO,264,1973,7.473484848484849
15992,2019-01-10,2019-10-31,"275,85",0263KO,294,2019,6.86734693877551
15993,2019-01-11,2019-11-30,"265,03",0263KO,323,1938,6.0
15994,2019-01-12,2019-12-31,"273,44",0263KO,353,2001,5.668555240793201
15995,2020-01-01,2020-01-31,"270,70",0263KO,30,1992,66.4
15996,2020-01-02,2020-02-29,"254,54",0263KO,58,1870,32.241379310344826
15997,2020-01-03,2020-03-31,"278,25",0263KO,88,2049,23.28409090909091
15998,2020-01-04,2020-04-30,"304,74",0263KO,117,2249,19.22222222222222
15999,2020-01-05,2020-05-31,"317,06",0263KO,147,2342,15.931972789115646
16000,2020-01-06,2020-06-30,"326,20",0263KO,176,2411,13.698863636363637
16001,2020-01-07,2020-07-31,"345,68",0263KO,206,2558,12.41747572815534
16002,2020-01-08,2020-08-31,"348,33",0263KO,236,2578,10.923728813559322
16003,2020-01-09,2020-09-30,"332,03",0263KO,265,2455,9.264150943396226
16004,2020-01-10,2020-10-31,"341,31",0263KO,295,2525,8.559322033898304
16005,2020-01-11,2020-11-30,"325,28",0263KO,324,2404,7.419753086419753
16006,2018-01-01,2018-01-31,"316,40",0264BB,30,2431,81.03333333333333
16007,2018-01-02,2018-02-28,"288,12",0264BB,57,2208,38.73684210526316
16008,2018-01-03,2018-03-31,"318,09",0264BB,87,2445,28.103448275862068
16009,2018-01-04,2018-04-30,"309,61",0264BB,116,2377,20.49137931034483
16010,2018-01-05,2018-05-31,"320,94",0264BB,146,2466,16.89041095890411
16011,2018-01-06,2018-06-30,"312,24",0264BB,175,2396,13.691428571428572
16012,2018-01-07,2018-07-31,"322,99",0264BB,205,2481,12.102439024390243
16013,2018-01-08,2018-08-31,"357,15",0264BB,235,2752,11.71063829787234
16014,2018-01-09,2018-09-30,"373,38",0264BB,264,2866,10.856060606060606
16015,2018-01-10,2018-10-31,"383,06",0264BB,294,2945,10.017006802721088
16016,2018-01-11,2018-11-30,"370,14",0264BB,323,2843,8.801857585139318
16017,2018-01-12,2018-12-31,"383,82",0264BB,353,2952,8.362606232294617
16018,2019-01-01,2019-01-31,"367,37",0264BB,30,2963,98.76666666666667
16019,2019-01-02,2019-02-28,"330,43",0264BB,57,2654,46.56140350877193
16020,2019-01-03,2019-03-31,"363,91",0264BB,87,2931,33.689655172413794
16021,2019-01-04,2019-04-30,"352,79",0264BB,116,2839,24.474137931034484
16022,2019-01-05,2019-05-31,"335,84",0264BB,146,2703,18.513698630136986
16023,2019-01-06,2019-06-30,"311,42",0264BB,175,2496,14.262857142857143
16024,2019-01-07,2019-07-31,"319,48",0264BB,205,2566,12.517073170731708
16025,2019-01-08,2019-08-31,"319,91",0264BB,235,2569,10.931914893617021
16026,2019-01-09,2019-09-30,"308,43",0264BB,264,2473,9.367424242424242
16027,2019-01-10,2019-10-31,"317,33",0264BB,294,2548,8.666666666666666
16028,2019-01-11,2019-11-30,"306,99",0264BB,323,2461,7.6191950464396285
16029,2019-01-12,2019-12-31,"319,05",0264BB,353,2563,7.260623229461756
16030,2020-01-01,2020-01-31,"381,33",0264BB,30,2584,86.13333333333334
16031,2020-01-02,2020-02-29,"361,10",0264BB,58,2441,42.08620689655172
16032,2020-01-03,2020-03-31,"400,66",0264BB,88,2699,30.670454545454547
16033,2020-01-04,2020-04-30,"394,81",0264BB,117,2662,22.752136752136753
16034,2020-01-05,2020-05-31,"405,78",0264BB,147,2738,18.625850340136054
16035,2020-01-06,2020-06-30,"394,57",0264BB,176,2663,15.130681818181818
16036,2020-01-07,2020-07-31,"411,67",0264BB,206,2792,13.553398058252426
16037,2020-01-08,2020-08-31,"415,41",0264BB,236,2827,11.978813559322035
16038,2020-01-09,2020-09-30,"400,76",0264BB,265,2723,10.275471698113208
16039,2020-01-10,2020-10-31,"413,03",0264BB,295,2809,9.522033898305084
16040,2020-01-11,2020-11-30,"377,70",0264BB,324,2724,8.407407407407407
16041,2018-01-01,2018-12-31,"958,40",0264BR,364,9584,26.32967032967033
16042,2019-01-01,2019-12-31,"974,20",0264BR,364,9742,26.763736263736263
16043,2018-01-01,2018-03-31,"643,43",0264KO,89,5322,59.79775280898876
16044,2018-01-04,2018-06-30,"616,12",0264KO,177,4886,27.6045197740113
16045,2018-01-07,2018-09-30,"610,50",0264KO,266,5272,19.81954887218045
16046,2018-01-10,2018-12-31,"744,00",0264KO,355,5368,15.12112676056338
16047,2019-01-01,2019-03-31,"762,15",0264KO,89,5709,64.14606741573034
16048,2019-01-04,2019-06-30,"739,27",0264KO,177,5404,30.531073446327685
16049,2019-01-07,2019-09-30,"599,98",0264KO,266,4728,17.774436090225564
16050,2019-01-10,2019-12-31,"568,53",0264KO,355,4541,12.791549295774647
16051,2020-01-01,2020-03-31,"602,79",0264KO,90,4429,49.21111111111111
16052,2020-01-04,2020-06-30,"773,53",0264KO,178,4569,25.668539325842698
16053,2020-01-07,2020-09-30,"700,11",0264KO,267,4561,17.082397003745317
16054,2018-01-01,2018-01-31,"215,46",0265BB,30,1645,54.833333333333336
16055,2018-01-02,2018-02-28,"198,65",0265BB,57,1513,26.54385964912281
16056,2018-01-03,2018-03-31,"217,54",0265BB,87,1665,19.137931034482758
16057,2018-01-04,2018-04-30,"209,66",0265BB,116,1600,13.793103448275861
16058,2018-01-05,2018-05-31,"217,30",0265BB,146,1655,11.335616438356164
16059,2018-01-06,2018-06-30,"212,27",0265BB,175,1616,9.234285714285715
16060,2018-01-07,2018-07-31,"219,22",0265BB,205,1669,8.141463414634146
16061,2018-01-08,2018-08-31,"222,36",0265BB,235,1692,7.2
16062,2018-01-09,2018-09-30,"211,86",0265BB,264,1606,6.083333333333333
16063,2018-01-10,2018-10-31,"218,04",0265BB,294,1651,5.615646258503402
16064,2018-01-11,2018-11-30,"210,79",0265BB,323,1595,4.938080495356037
16065,2018-01-12,2018-12-31,"215,68",0265BB,353,1648,4.668555240793201
16066,2019-01-01,2019-01-31,"212,72",0265BB,30,1689,56.3
16067,2019-01-02,2019-02-28,"189,18",0265BB,57,1492,26.17543859649123
16068,2019-01-03,2019-03-31,"207,33",0265BB,87,1643,18.885057471264368
16069,2019-01-04,2019-04-30,"200,80",0265BB,116,1588,13.689655172413794
16070,2019-01-05,2019-05-31,"208,70",0265BB,146,1656,11.342465753424657
16071,2019-01-06,2019-06-30,"211,53",0265BB,175,1674,9.565714285714286
16072,2019-01-07,2019-07-31,"214,25",0265BB,205,1696,8.273170731707317
16073,2019-01-08,2019-08-31,"211,76",0265BB,235,1678,7.140425531914894
16074,2019-01-09,2019-09-30,"203,24",0265BB,264,1609,6.09469696969697
16075,2019-01-10,2019-10-31,"208,27",0265BB,294,1652,5.619047619047619
16076,2019-01-11,2019-11-30,"201,31",0265BB,323,1594,4.934984520123839
16077,2019-01-12,2019-12-31,"207,28",0265BB,353,1645,4.660056657223796
16078,2020-01-01,2020-01-31,"242,15",0265BB,30,1677,55.9
16079,2020-01-02,2020-02-29,"252,98",0265BB,58,1546,26.655172413793103
16080,2020-01-03,2020-03-31,"272,52",0265BB,88,1671,18.988636363636363
16081,2020-01-04,2020-04-30,"262,77",0265BB,117,1614,13.794871794871796
16082,2020-01-05,2020-05-31,"270,20",0265BB,147,1663,11.312925170068027
16083,2020-01-06,2020-06-30,"264,69",0265BB,176,1629,9.255681818181818
16084,2020-01-07,2020-07-31,"276,95",0265BB,206,1722,8.359223300970873
16085,2020-01-08,2020-08-31,"291,02",0265BB,236,1909,8.088983050847459
16086,2020-01-09,2020-09-30,"277,93",0265BB,265,1819,6.8641509433962264
16087,2020-01-10,2020-10-31,"282,94",0265BB,295,1859,6.301694915254237
16088,2020-01-11,2020-11-30,"235,95",0265BB,324,1706,5.265432098765432
16089,2018-01-01,2018-02-13,"96,14",0265BR,43,51,1.186046511627907
16090,2018-01-01,2018-01-31,"300,09",0265KO,30,2426,80.86666666666666
16091,2018-01-02,2018-02-28,"276,12",0265KO,57,2227,39.07017543859649
16092,2018-01-03,2018-03-31,"297,20",0265KO,87,2402,27.60919540229885
16093,2018-01-04,2018-04-30,"287,44",0265KO,116,2321,20.00862068965517
16094,2018-01-05,2018-05-31,"302,38",0265KO,146,2445,16.746575342465754
16095,2018-01-06,2018-06-30,"294,79",0265KO,175,2382,13.611428571428572
16096,2018-01-07,2018-07-31,"307,14",0265KO,205,2483,12.112195121951219
16097,2018-01-08,2018-08-31,"313,04",0265KO,235,2532,10.774468085106383
16098,2018-01-09,2018-09-30,"292,83",0265KO,264,2349,8.897727272727273
16099,2018-01-10,2018-10-31,"298,65",0265KO,294,2397,8.153061224489797
16100,2018-01-11,2018-11-30,"288,34",0265KO,323,2312,7.157894736842105
16101,2018-01-12,2018-12-31,"298,65",0265KO,353,2397,6.790368271954674
16102,2019-01-01,2019-01-31,"336,73",0265KO,30,2461,82.03333333333333
16103,2019-01-02,2019-02-28,"294,77",0265KO,57,2147,37.666666666666664
16104,2019-01-03,2019-03-31,"322,83",0265KO,87,2357,27.091954022988507
16105,2019-01-04,2019-04-30,"315,35",0265KO,116,2301,19.836206896551722
16106,2019-01-05,2019-05-31,"327,91",0265KO,146,2395,16.404109589041095
16107,2019-01-06,2019-06-30,"335,92",0265KO,175,2455,14.028571428571428
16108,2019-01-07,2019-07-31,"339,67",0265KO,205,2483,12.112195121951219
16109,2019-01-08,2019-08-31,"345,95",0265KO,235,2530,10.76595744680851
16110,2019-01-09,2019-09-30,"321,76",0265KO,264,2349,8.897727272727273
16111,2019-01-10,2019-10-31,"328,18",0265KO,294,2397,8.153061224489797
16112,2019-01-11,2019-11-30,"314,41",0265KO,323,2294,7.102167182662539
16113,2019-01-12,2019-12-31,"327,51",0265KO,353,2392,6.776203966005665
16114,2020-01-01,2020-01-31,"331,56",0265KO,30,2436,81.2
16115,2020-01-02,2020-02-29,"304,13",0265KO,58,2229,38.43103448275862
16116,2020-01-03,2020-03-31,"324,93",0265KO,88,2386,27.113636363636363
16117,2020-01-04,2020-04-30,"317,38",0265KO,117,2329,19.905982905982906
16118,2020-01-05,2020-05-31,"358,32",0265KO,147,2638,17.94557823129252
16119,2020-01-06,2020-06-30,"353,02",0265KO,176,2598,14.761363636363637
16120,2020-01-07,2020-07-31,"363,09",0265KO,206,2674,12.980582524271844
16121,2020-01-08,2020-08-31,"364,94",0265KO,236,2688,11.389830508474576
16122,2020-01-09,2020-09-30,"347,72",0265KO,265,2558,9.652830188679244
16123,2020-01-10,2020-10-31,"349,31",0265KO,295,2570,8.711864406779661
16124,2020-01-11,2020-11-30,"320,43",0265KO,324,2352,7.2592592592592595
16125,2018-01-01,2018-12-31,"1 748,62",0266BB,364,0,0.0
16126,2019-01-01,2019-12-31,"2 759,17",0266BB,364,0,0.0
16127,2018-01-01,2018-01-31,"296,59",0266BR,30,2682,89.4
16128,2018-01-02,2018-02-28,"261,25",0266BR,57,2392,41.96491228070175
16129,2018-01-03,2018-03-31,"285,47",0266BR,87,2634,30.275862068965516
16130,2018-01-04,2018-04-30,"295,73",0266BR,116,2733,23.560344827586206
16131,2018-01-05,2018-05-31,"344,15",0266BR,146,3027,20.732876712328768
16132,2018-01-06,2018-06-30,"322,41",0266BR,175,2988,17.074285714285715
16133,2018-01-07,2018-07-31,"319,40",0266BR,205,2965,14.463414634146341
16134,2018-01-08,2018-08-31,"327,53",0266BR,235,3042,12.94468085106383
16135,2018-01-09,2018-09-30,"304,94",0266BR,264,2804,10.621212121212121
16136,2018-01-10,2018-10-31,"298,86",0266BR,294,2740,9.319727891156463
16137,2018-01-11,2018-11-30,"281,60",0266BR,323,2577,7.978328173374613
16138,2018-01-12,2018-12-31,"287,66",0266BR,353,2634,7.461756373937677
16139,2019-01-01,2019-01-31,"279,28",0266BR,30,2620,87.33333333333333
16140,2019-01-02,2019-02-28,"255,17",0266BR,57,2387,41.87719298245614
16141,2019-01-03,2019-03-31,"282,64",0266BR,87,2653,30.49425287356322
16142,2019-01-04,2019-04-30,"259,62",0266BR,116,2429,20.939655172413794
16143,2019-01-05,2019-05-31,"249,36",0266BR,146,2328,15.945205479452055
16144,2019-01-06,2019-06-30,"265,68",0266BR,175,2486,14.205714285714286
16145,2019-01-07,2019-07-31,"268,77",0266BR,205,2515,12.268292682926829
16146,2019-01-08,2019-08-31,"269,23",0266BR,235,2520,10.72340425531915
16147,2019-01-09,2019-09-30,"246,28",0266BR,264,2298,8.704545454545455
16148,2019-01-10,2019-10-31,"246,12",0266BR,294,2296,7.809523809523809
16149,2019-01-11,2019-11-30,"234,12",0266BR,323,2180,6.74922600619195
16150,2019-01-12,2019-12-31,"241,52",0266BR,353,2252,6.379603399433428
16151,2020-01-01,2020-01-31,"286,86",0266BR,30,2246,74.86666666666666
16152,2020-01-02,2020-02-29,"267,99",0266BR,58,2094,36.10344827586207
16153,2020-01-03,2020-03-31,"283,69",0266BR,88,2232,25.363636363636363
16154,2020-01-04,2020-04-30,"278,60",0266BR,117,2191,18.726495726495727
16155,2020-01-05,2020-05-31,"294,11",0266BR,147,2317,15.761904761904763
16156,2020-01-06,2020-06-30,"293,86",0266BR,176,2315,13.153409090909092
16157,2020-01-07,2020-07-31,"312,59",0266BR,206,2467,11.975728155339805
16158,2020-01-08,2020-08-31,"313,53",0266BR,236,2475,10.48728813559322
16159,2020-01-09,2020-09-30,"289,70",0266BR,265,2281,8.60754716981132
16160,2020-01-10,2020-10-31,"287,68",0266BR,295,2265,7.677966101694915
16161,2020-01-11,2020-11-30,"274,26",0266BR,324,2156,6.654320987654321
16162,2018-01-01,2018-01-31,"188,04",0266KO,30,1609,53.63333333333333
16163,2018-01-02,2018-02-28,"173,52",0266KO,57,1456,25.54385964912281
16164,2018-01-03,2018-03-31,"188,44",0266KO,87,1613,18.54022988505747
16165,2018-01-04,2018-04-30,"188,44",0266KO,116,1613,13.905172413793103
16166,2018-01-05,2018-05-31,"196,14",0266KO,146,1694,11.602739726027398
16167,2018-01-06,2018-06-30,"192,69",0266KO,175,1658,9.474285714285715
16168,2018-01-07,2018-07-31,"202,69",0266KO,205,1762,8.595121951219513
16169,2018-01-08,2018-08-31,"210,69",0266KO,235,1846,7.85531914893617
16170,2018-01-09,2018-09-30,"199,89",0266KO,264,1718,6.507575757575758
16171,2018-01-10,2018-10-31,"203,28",0266KO,294,1753,5.962585034013605
16172,2018-01-11,2018-11-30,"192,61",0266KO,323,1642,5.08359133126935
16173,2018-01-12,2018-12-31,"197,30",0266KO,353,1691,4.790368271954674
16174,2019-01-01,2019-01-31,"217,27",0266KO,30,1678,55.93333333333333
16175,2019-01-02,2019-02-28,"198,61",0266KO,57,1505,26.403508771929825
16176,2019-01-03,2019-03-31,"215,36",0266KO,87,1660,19.080459770114942
16177,2019-01-04,2019-04-30,"208,84",0266KO,116,1600,13.793103448275861
16178,2019-01-05,2019-05-31,"213,45",0266KO,146,1642,11.246575342465754
16179,2019-01-06,2019-06-30,"224,16",0266KO,175,1686,9.634285714285713
16180,2019-01-07,2019-07-31,"217,27",0266KO,205,1678,8.185365853658537
16181,2019-01-08,2019-08-31,"218,62",0266KO,235,1690,7.191489361702128
16182,2019-01-09,2019-09-30,"205,91",0266KO,264,1572,5.954545454545454
16183,2019-01-10,2019-10-31,"209,74",0266KO,294,1608,5.469387755102041
16184,2019-01-11,2019-11-30,"202,54",0266KO,323,1541,4.7708978328173375
16185,2019-01-12,2019-12-31,"207,94",0266KO,353,1591,4.507082152974505
16186,2020-01-01,2020-01-31,"203,42",0266KO,30,1591,53.03333333333333
16187,2020-01-02,2020-02-29,"192,81",0266KO,58,1489,25.67241379310345
16188,2020-01-03,2020-03-31,"203,32",0266KO,88,1590,18.068181818181817
16189,2020-01-04,2020-04-30,"199,74",0266KO,117,1556,13.2991452991453
16190,2020-01-05,2020-05-31,"205,81",0266KO,147,1614,10.979591836734693
16191,2020-01-06,2020-06-30,"205,05",0266KO,176,1607,9.130681818181818
16192,2020-01-07,2020-07-31,"214,25",0266KO,206,1695,8.228155339805825
